episode_id,series_id,seasonNumber,episodeNumber,titleType_episode,primaryTitle_episode,originalTitle_episode,isAdult_episode,startYear_episode,endYear_episode,runtimeMinutes_episode,genres_episode,averageRating,numVotes,Plot,Original_airDT,titleType_series,primaryTitle_series,originalTitle_series,isAdult_series,startYear_series,endYear_series,runtimeMinutes_series,genres_primary,genre_secondary,gener_third
tt1408574,tt0182576,7,13,tvEpisode,Stew-Roids,Stew-Roids,0,2009,,30,"Animation,Comedy",8,1142,"
 Stewie begins taking steroids after he is beat up by Susie. Meanwhile, Chris begins dating one of the most popular girls in the school.",4/26/2009,tvSeries,Family Guy,Family Guy,0,1998,,22,Animation,Comedy,
tt1412043,tt0182576,7,14,tvEpisode,We Love You Conrad,We Love You Conrad,0,2009,,30,"Animation,Comedy",7.4,993,"
 Brian dates ""Hills"" star Lauren Conrad while trying to hide the fact that he is in love with someone else.",5/3/2009,tvSeries,Family Guy,Family Guy,0,1998,,22,Animation,Comedy,
tt3666214,tt0182576,12,18,tvEpisode,Baby Got Black,Baby Got Black,0,2014,,21,"Animation,Comedy",6.7,772,"
 Chris runs away with Jerome's daughter Pam, whom Jerome has forbidden Chris from dating, so Jerome must work with Peter to find their kids.",4/27/2014,tvSeries,Family Guy,Family Guy,0,1998,,22,Animation,Comedy,
tt4831724,tt0208614,2,2,tvEpisode,The Battle of the Boys with Toys,The Battle of the Boys with Toys,0,1999,,21,"Action,Animation,Comedy",6.1,8,"
 Ice-Cube and Ice-T try to kill each other in cold blood; Al Pacino and Robert De Niro unleash their killer alter egos, with referee Marlon Brando; The Backstreet Boys face off against the Beastie Boys in a robot war of epic proportion.",,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4925370,tt0208614,4,13,tvEpisode,The Missing Beatles Tape,The Missing Beatles Tape,0,2002,,21,"Action,Animation,Comedy",6.5,6,"
 Talk-show rivals Conan O'Brien and Bill Maher break some funny bones; Anna Nicole Smith and Sarah Ferguson throw some weight around; Unseen footage reveals the moment The Beatles took to the Deathmatch ring.",4/25/2002,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt0537950,tt0208614,4,8,tvEpisode,Gottfried in the Arena,Gottfried in the Arena,0,2002,,21,"Action,Animation,Comedy",6.2,12,"
 Child stars Frankie Muniz and Robert Iler see who won't make it to adulthood; Stephen King and J.K. Rowling write each other's obituaries; Rebecca Romijn-Stamos and Naomi Campbell engage in a brutal cat fight.",3/14/2002,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt0537951,tt0208614,2,6,tvEpisode,Celebrity Deathmatch Internacional,Celebrity Deathmatch Internacional,0,1999,,21,"Action,Animation,Comedy",6.4,19,"
 Paul Hogan and Mel Gibson take their fight down under; Antonio Banderas prepares to put Cheech Marin in a permanent siesta; World War 3 erupts between Fabio, Bono, and Yoko Ono.",3/4/1999,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4613196,tt0208614,1,2,tvEpisode,Where Is Stallone?,Where Is Stallone?,0,1998,,21,"Action,Animation,Comedy",7.9,18,"
 Daytime TV queens Oprah Winfrey and Rosie O'Donnell face off; Oasis founders Liam and Noel Gallagher's sibling rivalry escalates; Hollywood's toughest action heroes, Schwarzenegger and Stallone, duke it out.",5/21/1998,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4924976,tt0208614,4,14,tvEpisode,Nicky Jr.'s Birthday,Nicky Jr.'s Birthday,0,2002,,21,"Action,Animation,Comedy",5.8,5,"
 Ground-breaking singers Beck and Bjork try to break each other; Aging musicians Willie Nelson and Tony Bennett send each other into retirement; Elizabeth Hurley and Anna Kournikova battle atop the Pit of Puberty.",5/2/2002,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4657412,tt0208614,1,3,tvEpisode,The Mystery of the Loch Ness Monster,The Mystery of the Loch Ness Monster,0,1998,,21,"Action,Animation,Comedy",7.3,12,"
 The Loch Ness Monster and Bigfoot engage in a legendary duel; rock stars Mick Jagger and Steven Tyler settle their differences; late-night TV rivals Jay Leno and David Letterman square off in an electrifying showdown.",5/28/1998,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4922778,tt0208614,4,12,tvEpisode,North vs. South,North vs. South,0,2002,,21,"Action,Animation,Comedy",6.2,6,"
 Derek Jeter seeks vengeance against rival John Rocker; Janet Jackson and Faith Hill release pent-up aggression; The ultimate Civil War re-enactment takes place between generals Ulysses S. Grant and Robert E. Lee.",4/18/2002,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt0898461,tt0208614,6,2,tvEpisode,Vince Vaughn vs. Owen Wilson,Vince Vaughn vs. Owen Wilson,0,2007,,21,"Action,Animation,Comedy",6.2,17,"
 Fight 1: Paul Wall vs. Mike Jones. Who will be the king of Houston's rappers? Fight 2: Andy Milonakis vs. Steve-O. The battle for the domination of MTV2. Fight 3: Vince Vaughn vs. Owen Wilson. Will they be able to deliver a good show without a script? Will there be any character development? Nick is a huge fan of Steve-O's show Wildboyz (2003). He has problems finding a URL for his Wildboyz fan page that is still available, and when he has finally found one, his problems get even bigger...",3/2/2007,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4922346,tt0208614,4,11,tvEpisode,The Mysterious 'T',The Mysterious 'T',0,2002,,21,"Action,Animation,Comedy",5,6,"
 Game-show legend Bob Barker tries to dispatch upstart Anne Robinson; TV psychics John Edward and Miss Cleo predict a grim future for each other; Beyoncé Knowles and Missy Elliot fight for a mystery prize.",4/11/2002,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4919642,tt0208614,4,9,tvEpisode,Battle of the Superfreaks,Battle of the Superfreaks,0,2002,,21,"Action,Animation,Comedy",5.8,5,"
 After a continuous string of brownouts in the arena, Johnny and Nick decide to broadcast the three fights in the Superfreak tournament, featuring Cousin Grimm, Pierce McCrack, Beni Trauma, and Potato Khan.",,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4917390,tt0208614,4,6,tvEpisode,Where Is Einstein's Brain?,Where Is Einstein's Brain?,0,2001,,21,"Action,Animation,Comedy",5,6,"
 Albert Einstein pits his brain against WWF superstar Chyna's brawn; Pearl Jam's Eddie Vedder battles Creed's Scott Stapp in a barbed wire brawl; Magicians David Copperfield and David Blaine try to make each other disappear.",,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4926188,tt0208614,4,16,tvEpisode,Mills' Memory Lane,Mills' Memory Lane,0,2002,,21,"Action,Animation,Comedy",6.2,6,"
 After four seasons of serving as Deathmatch's unrivaled referee, this special episode sees Mills Lane outside of the show, interviewing both him and his family, and reflecting on his own personal favorite fights.",5/17/2002,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4933676,tt0208614,4,17,tvEpisode,Fandemonium IV,Fandemonium IV,0,2002,,21,"Action,Animation,Comedy",5.8,5,"
 By fan request: Every single contestant from the hit TV show Survivor's first two seasons, are brought together to partake in the ultimate royal rumble, as we find out who really is the strongest survivor.",5/23/2002,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4936232,tt0208614,4,18,tvEpisode,Assamania I,Assamania I,0,2002,,21,"Action,Animation,Comedy",5,6,"
 LL Cool J and Queen Latifah fight to reclaim their hip-hop hierarchy; Mandy Moore tries to teach a lesson to upstart singer Pink; Jackass's Johnny Knoxville tests his intelligence against smart-ass Ben Stein.",5/30/2002,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt0948825,tt0208614,2,16,tvEpisode,The Prophecy,The Prophecy,0,1999,,21,"Action,Animation,Comedy",6.3,19,"
 Dennis Franz seeks vengeance against Sammo Hung; Fast-talking comedian Chris Tucker faces off against slower-paced Steven Wright; Gwyneth Paltrow dukes it out with Winona Ryder in the Dome of Devastation.",10/7/1999,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4814510,tt0208614,1,12,tvEpisode,Masters of the Martial Arts,Masters of the Martial Arts,0,1998,,21,"Action,Animation,Comedy",6.5,8,"
 TV's Roseanne tries to dominate Kelsey Grammer; Courtney Love attempts to beat the nice out of Brandy; Jackie Chan tests his might against Jean-Claude Van Damme, with special guest referee Chuck Norris.",10/22/1998,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt0537949,tt0208614,3,12,tvEpisode,Battle of the Heavy Metal Headbangers,Battle of the Heavy Metal Headbangers,0,2000,,21,"Action,Animation,Comedy",6.4,19,"
 More Superfreak action featuring Potato Khan and Beni Trauma; WWF superstar Mankind lays the smack down on novelist Ernest Hemingway; James Hetfield and Fred Durst fight over heavy-metal supremacy.",8/3/2000,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4841512,tt0208614,2,3,tvEpisode,"Magic, Flashbacks and Pregnancies","Magic, Flashbacks and Pregnancies",0,1999,,21,"Action,Animation,Comedy",6.1,8,"
 Calista Flockhart and Lucy Lawless compete for Woman of the Year; Unearthed footage reveals a fight between Don Johnson and Culture Club's Boy George; Penn and Teller engage in a spellbinding fight against Siegfried and Roy.",,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt0537948,tt0208614,3,5,tvEpisode,Celebrity Deathmatch's Salute to Hollywood,Celebrity Deathmatch's Salute to Hollywood,0,2000,,21,"Action,Animation,Comedy",6.6,14,"
 Kevin Costner goes postal on indie film-maker Kevin Smith; Sharon Stone challenges Kathy Bates to a battle of the femme fatales; Steven Spielberg faces Alfred Hitchcock to decide who is the greatest director of all time.",2/24/2000,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4846270,tt0208614,2,4,tvEpisode,The Time Machine,The Time Machine,0,1999,,21,"Action,Animation,Comedy",6.2,10,"
 Jennifer Aniston, Lisa Kudrow and Courteney Cox are Friends no more; Sean Connery and Roger Moore vie for the title of the Baddest Bond; Genghis Khan and Mahatma Gandhi are summoned into the ring.",,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4800884,tt0208614,1,8,tvEpisode,The Missing Girl,The Missing Girl,0,1998,,21,"Action,Animation,Comedy",6.5,8,"
 Puff Daddy takes on Trent Reznor of Nine Inch Nails; David Hasselhoff challenges John Tesh to a beach brawl; divorced Bruce Willis and Demi Moore pair up to take on 'golden couple' Tom Cruise and Nicole Kidman.",8/13/1998,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt0948824,tt0208614,3,17,tvEpisode,Halloween II,Halloween II,0,2000,,21,"Action,Animation,Comedy",6.5,17,"
 With the dead coming back to life, Brendan Fraser tangles with a mummy; Sarah Michelle Gellar steps up to the plate against a vampire; a member of the Deathmatch team returns to challenge Debbie Matenopoulos.",10/29/2000,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4793054,tt0208614,1,11,tvEpisode,37th Annual Sci-Fi Fight Night,37th Annual Sci-Fi Fight Night,0,1998,,21,"Action,Animation,Comedy",6.2,8,"
 Céline Dion sings the National Anthem in an out-of-this-world performance; a Q&A with Mark Hamill and Peter Mayhew quickly goes awry; Will Smith and Tommy Lee Jones try to eliminate Gillian Anderson and David Duchovny.",10/2/1998,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4847808,tt0208614,2,7,tvEpisode,The End of the Real World,The End of the Real World,0,1999,,,"Action,Animation,Comedy",5.4,7,"
 Models Kate Moss, Tyra Banks, and Claudia Schiffer take to the Deathmatch catwalk; Busta Rhymes enters a poetry slam with legendary bard William Shakespeare; The Real World's Jon, Tami, Jacinda, and Puck throw down.",,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt0537946,tt0208614,2,1,tvEpisode,Deathbowl '99,Deathbowl '99,0,1999,,21,"Action,Animation,Comedy",5.2,20,"
 In the season 2 premiere, Dolly Parton and Jennifer Lopez size each other up; Michael Jackson tries to take over Madonna's half-time show; Evander Holyfield and Mike Tyson fight for the World Heavyweight Champion belt.",1/31/1999,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt0537945,tt0208614,3,18,tvEpisode,A Night of Vomit,A Night of Vomit,0,2000,,21,"Action,Animation,Comedy",6.5,14,"
 Burt Reynolds takes his grudge with William Shatner into the ring; Ellen DeGeneres makes a laughing stock out of Dr. Laura Schlessenger; George W. Bush seeks capital punishment against Bush's lead singer Gavin Rossdale.",11/5/2000,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt0791831,tt0208614,2,5,tvEpisode,The Unknown Murderer,The Unknown Murderer,0,1999,,21,"Action,Animation,Comedy",6.4,16,"
 The story of Moses and the Pharaoh gets a brutal re-telling; Larry King and Geraldo Rivera take part in a Live Kick-Ass Call-In; Neve Campbell and Sarah Michelle Gellar enter a battle of the Teen Scream Queens.",2/25/1999,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4792738,tt0208614,1,6,tvEpisode,Nick Returns,Nick Returns,0,1998,,21,"Action,Animation,Comedy",7,8,"
 Fiona Apple tries to take out John Popper; thespians Christopher Walken and Gary Oldman turn psycho on each other; Marilyn Manson returns after being challenged by a vengeful Garth Brooks.",7/30/1998,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt3750684,tt0208614,,,tvEpisode,Warren Beatty and Annette Bening vs. Susan Sarandon and Tim Robbins,Warren Beatty and Annette Bening vs. Susan Sarandon and Tim Robbins,0,2000,,,"Action,Animation,Comedy",7.2,8,#N/A,,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4846294,tt0208614,2,9,tvEpisode,Cable Day,Cable Day,0,1999,,21,"Action,Animation,Comedy",5.8,5,"
 Emeril Legasse challenges the Two Fat Ladies to a killer cook-off; MTV's Matt Pinfield and Jesse Camp find out who's the better VJ; Pat Sajak and Alex Trebek enter into a deadly quiz show, where their lives are the top prize.",5/6/1999,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt0537947,tt0208614,1,10,tvEpisode,Battle of the Bulls,Battle of the Bulls,0,1998,,21,"Action,Animation,Comedy",6.8,19,"
 Steven Seagal teaches David Spade a lesson in respect; Prince Charles delivers a royal beating to The Artist (formally known as Prince); Michael Jordan throws down against team-mate Dennis Rodman.",8/27/1998,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4900092,tt0208614,3,13,tvEpisode,The Best of WWF,The Best of WWF,0,2000,,21,"Action,Animation,Comedy",5,6,"
 A clip show containing some of the fights featuring the stars of the WWF, including a live-action interview with the host of the special episode, Mick Foley.",8/10/2000,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt0823874,tt0208614,5,2,tvEpisode,Changing of the Guard,Changing of the Guard,0,2006,,21,"Action,Animation,Comedy",5.9,15,"
 Bono vs. Chris Martin, Ashton Kutcher vs. Bruce Willis, and James Gandolfini vs. Robert De Niro.",6/17/2006,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4866554,tt0208614,2,21,tvEpisode,Fandemonium II,Fandemonium II,0,1999,,21,"Action,Animation,Comedy",6.5,6,"
 By fan's request: Ben Affleck and Matt Damon put their inventive skills to deadly use; Ozzy Osbourne returns to face Rob Zombie in the Deathmatch from Hell; Marilyn Manson's live performance is interrupted by Ricky Martin.",11/11/1999,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4176342,tt0208614,2,13,tvEpisode,Salute to Laughter,Salute to Laughter,0,1999,,21,"Action,Animation,Comedy",6.9,11,"
 Dennis Miller puts his satire against Carrot Top's props; Don Rickles gives Rodney Dangerfield a brutal roasting; Billy Crystal, Robin Williams, and Whoopi Goldberg raise money for a killer fund-raiser.",7/22/1999,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4176334,tt0208614,2,17,tvEpisode,In Memory of Stacy Cornbred,In Memory of Stacy Cornbred,0,1999,,21,"Action,Animation,Comedy",6.4,9,"
 Bette Midler and Cher compete in the sequel to the World's Deadliest Divas; Roberto Benigni faces the wrath of tyrant Benito Mussolini; John Travolta and Nicolas Cage literally Face/Off in the ring.",10/14/1999,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt0537956,tt0208614,3,1,tvEpisode,Deathbowl 2000,Deathbowl 2000,0,2000,,21,"Action,Animation,Comedy",7.3,31,"
 Tiger Woods and Andre Agassi declare a War of the Wussie Sports; Archived footage shows a brutal beat-down between OJ Simpson and Joe Namath; Mark McGwire and Sammy Sosa batter up to break some bones.",1/27/2000,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt0537957,tt0208614,1,9,tvEpisode,Fandemonium '98,Fandemonium '98,0,1998,,,"Action,Animation,Comedy",7,24,"
 By fan request: Stone Cold Steve Austin takes on his boss, Vince McMahon; Adam Sandler and Chris Rock are thrown together in the ring; Howard Stern referees a mud-fight mêlée between Carmen Electra and Jenny McCarthy.",8/20/1998,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4869576,tt0208614,3,3,tvEpisode,Turn on Your TV Day,Turn on Your TV Day,0,2000,,21,"Action,Animation,Comedy",5,6,"
 Katie Couric and Bryant Gumbel start the night off with a vicious talk-show; Judge Judy takes Susan Lucci into the Deathmatch courtroom; Tom Green and Craig Kilborn finish off with a brutal late-night extravaganza.",2/10/2000,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4872508,tt0208614,3,4,tvEpisode,Clash of the Superfreaks,Clash of the Superfreaks,0,2000,,21,"Action,Animation,Comedy",5.4,7,"
 Adult magazine tycoons Hugh Hefner and Larry Flynt get down and dirty; Artificially created superfreaks Cousin Grimm and Pierce McCrack make their debut; Carson Daly oversees a rap battle between Kid Rock and Eminem.",2/17/2000,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4864418,tt0208614,2,18,tvEpisode,From the Streets of New York,From the Streets of New York,0,1999,,21,"Action,Animation,Comedy",5.2,6,"
 A clip show featuring interviews from Celebrity Deathmatch fans from around New York, requesting their favorite fights from the past two seasons, and sharing their general knowledge about the show.",,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4882150,tt0208614,3,6,tvEpisode,The Congressional Hearings,The Congressional Hearings,0,2000,,21,"Action,Animation,Comedy",5,6,"
 Nick and Johnny must defend themselves after they are summoned by the US Senate regarding the show's controversy, with the help of Stone Cold Steve Austin. Can they persuade Senator Ted Kennedy to keep their show on the air?",,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4710782,tt0208614,1,1,tvEpisode,Seinfeld's Last Stand,Seinfeld's Last Stand,0,1998,,21,"Action,Animation,Comedy",6.5,15,"
 Hillary Clinton delivers capital punishment on Monica Lewinsky; funny man Jim Carrey takes on pop star Mariah Carey; Tim Allen gets even with Jerry Seinfeld.",5/14/1998,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4910540,tt0208614,3,22,tvEpisode,Nick's Little Friend,Nick's Little Friend,0,2001,,21,"Action,Animation,Comedy",5.8,6,"
 British rockers Sting and Phil Collins duke it out; Warren Beatty and Annette Bening make a gruesome affair with Tim Robbins and Susan Sarandon; Wu Tang Clan's Ol' Dirty Bastard prepares to sacrifice LeAnn Rimes.",,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt0874453,tt0208614,5,4,tvEpisode,Shaq vs. Kobe Bryant,Shaq vs. Kobe Bryant,0,2006,,21,"Action,Animation,Comedy",6.2,16,"
 Missy Elliott vs. Gwen Stefani, Kevin Federline vs. Justin Timberlake, and Kobe Bryant vs. Shaquille O'Neal.",7/1/2006,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4910344,tt0208614,3,21,tvEpisode,Celebrity Deathmatch Top 10,Celebrity Deathmatch Top 10,0,2000,,,"Action,Animation,Comedy",5.8,5,"
 A countdown of the top 10 Celebrity Deathmatch fights throughout the past three seasons, hosted by none other than the king of trash-talk television: Jerry Springer. Did your favorite make it into the list?",,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4884208,tt0208614,3,8,tvEpisode,"Sex, Lugs, and Rock 'n' Roll","Sex, Lugs, and Rock 'n' Roll",0,2000,,21,"Action,Animation,Comedy",5,6,"
 Pamela Anderson Lee and Heather Locklear fight for Tommy Lee's very life; Axl Rose returns to settle his score with Slash; NASCAR racers Jeff Gordan and Dale Earnhardt partake in the Destruction Derby of Death.",,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4884542,tt0208614,3,9,tvEpisode,Johnny and Debbie... In Love: Part 1,Johnny and Debbie... In Love: Part 1,0,2000,,21,"Action,Animation,Comedy",5,6,"
 Chuck Woolery and Regis Philbin put their game-show knowledge to deadly use; Napoleon Bonaparte is brought back to challenge petite actor Joe Pesci; Kevin Bacon takes on all challengers, co-stars or otherwise.",,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4886700,tt0208614,3,10,tvEpisode,Time Traveling: Part 2,Time Traveling: Part 2,0,2000,,21,"Action,Animation,Comedy",5,6,"
 The search for Debbie leads Johnny and Nick to the Coliseum, where the latter must fight the Satyr; a trip to Victorian England sees Sherlock Holmes fight Jack the Ripper; Joan and Melissa Rivers face off in present day.",,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt2059565,tt0208614,,,tvEpisode,Episode dated 16 February 2007,Episode dated 16 February 2007,0,2007,,,"Action,Animation,Comedy",,,#N/A,,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4916716,tt0208614,4,5,tvEpisode,Festival of Food Fights,Festival of Food Fights,0,2001,,21,"Action,Animation,Comedy",5.8,5,"
 Korn's Jonathan Davis serves punishment to rocker Meat Loaf; Wendy's Dave Thomas dishes out the hurt on KFC's Colonel Sanders; Kevin Spacey and Michael Caine star in the ultimate food fight: hamburgers versus hot dogs.",,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4910814,tt0208614,3,24,tvEpisode,Deathcon 2001,Deathcon 2001,0,2001,,21,"Action,Animation,Comedy",5.8,5,"
 Sigourney Weaver and Linda Hamilton prove that action women can kick ass; Cousin Grimm and Potato Khan enter the final round of the Superfreak tournament; Harrison Ford and Samuel L. Jackson fight for Star Wars supremacy.",,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt0537958,tt0208614,2,19,tvEpisode,Haunted Halloween of Horror,Haunted Halloween of Horror,0,1999,,21,"Action,Animation,Comedy",7,20,"
 Horror icons Frankenstein's Monster and the Wolfman meet in a graveyard smash; Guest spectator The Undertaker saves Nick Diamond's son from a demon; Rockers KISS enter a deadly contest competition with 'NSync.",10/8/1999,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4908410,tt0208614,3,15,tvEpisode,Courtney Love Returns,Courtney Love Returns,0,2000,,21,"Action,Animation,Comedy",5.8,5,"
 Nick Nolte unleashes police brutality on co-star Eddie Murphy; Haley Joel Osment takes on playground bully Macaulay Culkin; Courtney Love returns to face Dave Grohl and Billy Corgan in the Dome of Devastation.",10/15/2000,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4850478,tt0208614,2,10,tvEpisode,4th July Celebration,4th July Celebration,0,1999,,21,"Action,Animation,Comedy",5.5,8,"
 The grudge between Bill Clinton and Kenneth Starr finally comes to a head; James Van Der Beek declares war against dictator Saddam Hussein; George Washington and Abraham Lincoln decide which is the best president.",,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4855762,tt0208614,2,11,tvEpisode,Family Night,Family Night,0,1999,,21,"Action,Animation,Comedy",6,6,"
 Charlie Sheen and Emilio Estevez take their sibling rivalry into the ring; Donny and Marie Osmond sink their teeth into Julia and Eric Roberts; Bob and Jakob Dylan tangle with Jerry and Ben Stiller in a father-son brawl.",,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4858094,tt0208614,2,14,tvEpisode,The Laser Pointer,The Laser Pointer,0,1999,,21,"Action,Animation,Comedy",5.3,7,"
 Snubbed Ozzy Osbourne seeks grievance from the knighted Elton John; Martha Stewart sets to re-decorate the ring with Sandra Bernhard's blood; Nice-guy Tom Hanks toughens up to take on moody Sean Penn.",,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt4858254,tt0208614,2,15,tvEpisode,Robot Nick,Robot Nick,0,1999,,21,"Action,Animation,Comedy",5.1,7,"
 Former child stars Rick Schroder and Gary Coleman release pent-up frustration on each other; Lauryn Hill and Shania Twain fight to lose their Mainstream Artist title; Hugh Grant enters a Hollywood Tough Man contest against all comers.",,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt0763132,tt0208614,1,0,tvEpisode,Deathbowl '98,Deathbowl '98,0,1998,,,"Action,Animation,Comedy",7.6,39,"
 Kathie Lee Gifford squares off against rival Howard Stern; Pamela Anderson Lee seeks revenge against Rupaul; The Spice Girls take on Hanson for the title of Most Annoying Band in the World.",1/25/1998,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
tt0831423,tt0208614,5,6,tvEpisode,The Rock vs Chris Rock,The Rock vs Chris Rock,0,2006,,21,"Action,Animation,Comedy",6.9,17,"
 Paul Teutul Sr. vs. Xzibit, Jack Black vs. Jack White, and Chris Rock vs. Dwayne ""The Rock"" Johnson.",7/15/2006,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0,1998,2007,25,Action,Animation,Comedy
